scale,starting_bankroll,final_bankroll,profit,total_staked,roi_on_staked,return_on_starting_bankroll,num_bets,completed_matches,matches_with_odds,matches_with_bets,max_drawdown
0.0,100.0,100.0,0.0,0.0,0.0,0.0,0,10,10,0,0.0
0.05,100.0,93.70668322136306,-6.293316778636935,7.871701752381186,-0.7994861818453942,-0.06293316778636937,14,10,10,10,0.06525759656667558
0.1,100.0,87.67500753920088,-12.324992460799123,15.419976428894186,-0.7992873735983392,-0.12324992460799122,14,10,10,10,0.12758878359678058
0.2,100.0,76.37055469168747,-23.629445308312526,29.57716635239647,-0.7989083547348667,-0.23629445308312524,14,10,10,10,0.24381607898881721
0.3,100.0,66.0352163799479,-33.9647836200521,42.532741975171795,-0.7985561720868783,-0.3396478362005211,14,10,10,10,0.3493556010000564
0.5,100.0,48.071407424375074,-51.928592575624926,65.07811738304977,-0.7979424522988773,-0.5192859257562492,14,10,10,10,0.5309498208760064
0.75,100.0,30.193839425482437,-69.80616057451756,87.54523173411167,-0.7973725032395779,-0.6980616057451756,14,10,10,10,0.7089190917960149
1.0,100.0,16.73210669711636,-83.26789330288364,104.4685964382977,-0.7970614724594693,-0.8326789330288364,14,10,10,10,0.8406062388707299
