date,home_team,away_team,prob_draw,prob_home,prob_away,home_score,away_score,actual_result,odds_home,odds_draw,odds_away,status,result_source,odds_source,prediction_path
2026-06-29,Germany,Paraguay,0.2099262923002243,0.6001618504524231,0.18991191685199738,1,1,draw,1.3,5.0,10.0,ok,martj42/international_results,fotmob:4653703:Paddy Power_UK:https://www.fotmob.com/match/4653703,outputs/predictions/2026-06-28/2026-06-29_Germany_Paraguay/predictions.json
2026-06-29,Netherlands,Morocco,0.27517247200012207,0.3804740905761719,0.34435349702835083,1,1,draw,19.0,1.04,21.0,ok,martj42/international_results,fotmob:4653706:Bet365_UK CPM:https://www.fotmob.com/match/4653706,outputs/predictions/2026-06-28/2026-06-29_Netherlands_Morocco/predictions.json
2026-06-30,France,Sweden,0.17380404472351074,0.6876794099807739,0.13851666450500488,3,0,home,1.25,5.5,11.0,ok,martj42/international_results,fotmob:4653704:Bet365_UK CPM:https://www.fotmob.com/match/4653704,outputs/predictions/2026-06-28/2026-06-30_France_Sweden/predictions.json
2026-06-30,Ivory Coast,Norway,0.24459856748580933,0.2422957420349121,0.5131056904792786,1,2,away,3.6,3.2,2.1,ok,martj42/international_results,fotmob:4653712:Betfred_United Kingdom:https://www.fotmob.com/match/4653712,outputs/predictions/2026-06-28/2026-06-30_Ivory Coast_Norway/predictions.json
2026-06-30,Mexico,Ecuador,0.3005410134792328,0.3693092465400696,0.33014968037605286,2,0,home,2.25,2.75,4.2,ok,martj42/international_results,fotmob:4653713:Bet365_UK CPM:https://www.fotmob.com/match/4653713,outputs/predictions/2026-06-28/2026-06-30_Mexico_Ecuador/predictions.json
2026-07-01,Belgium,Senegal,0.2544051706790924,0.44991105794906616,0.29568353295326233,3,2,home,1.91,3.3,4.0,ok,martj42/international_results,fotmob:4653710:Paddy Power_UK:https://www.fotmob.com/match/4653710,outputs/predictions/2026-06-28/2026-07-01_Belgium_Senegal/predictions.json
2026-07-01,England,DR Congo,0.2046309858560562,0.6917540431022644,0.1036149337887764,2,1,home,1.25,5.0,13.0,ok,martj42/international_results,fotmob:4653714:Sky Bet_UK:https://www.fotmob.com/match/4653714,outputs/predictions/2026-06-28/2026-07-01_England_DR Congo/predictions.json
2026-07-01,United States,Bosnia and Herzegovina,0.18591991066932678,0.6660196185112,0.14806018769741058,2,0,home,1.0,51.0,501.0,ok,martj42/international_results,fotmob:4653709:Bet365_UK CPM:https://www.fotmob.com/match/4653709,outputs/predictions/2026-06-28/2026-07-01_United States_Bosnia and Herzegovina/predictions.json
2026-07-02,Portugal,Croatia,0.23678384721279144,0.5220953822135925,0.2411205917596817,,,,,,,missing_result;missing_odds,,,outputs/predictions/2026-06-28/2026-07-02_Portugal_Croatia/predictions.json
2026-07-02,Spain,Austria,0.19676433503627777,0.6445350050926208,0.1587005853652954,,,,,,,missing_result;missing_odds,,,outputs/predictions/2026-06-28/2026-07-02_Spain_Austria/predictions.json
2026-07-02,Switzerland,Algeria,0.23436030745506287,0.4761141836643219,0.2895255982875824,,,,,,,missing_result;missing_odds,,,outputs/predictions/2026-06-28/2026-07-02_Switzerland_Algeria/predictions.json
2026-07-03,Argentina,Cape Verde,0.11342129856348038,0.8477702140808105,0.03880878537893295,,,,,,,missing_result;missing_odds,,,outputs/predictions/2026-06-28/2026-07-03_Argentina_Cape Verde/predictions.json
2026-07-03,Australia,Egypt,0.29122021794319153,0.43774089217185974,0.2710389792919159,,,,,,,missing_result;missing_odds,,,outputs/predictions/2026-06-28/2026-07-03_Australia_Egypt/predictions.json
2026-07-03,Colombia,Ghana,0.164141446352005,0.7590298652648926,0.07682924717664719,,,,,,,missing_result;missing_odds,,,outputs/predictions/2026-06-28/2026-07-03_Colombia_Ghana/predictions.json
