date,home_team,away_team,prob_draw,prob_home,prob_away,home_score,away_score,actual_result,odds_home,odds_draw,odds_away,status,result_source,odds_source,prediction_path
2026-06-20,Ecuador,Curaçao,0.1512913852930069,0.7752035856246948,0.07350501418113708,0,0,draw,1.14,8.0,15.0,ok,martj42/international_results,fotmob:4667779:Betfair UK Sportsbook_UK:https://www.fotmob.com/match/4667779,outputs/predictions/2026-06-11/2026-06-20_Ecuador_Curaçao/predictions.json
2026-06-20,Germany,Ivory Coast,0.19893226027488708,0.624966561794281,0.17610138654708862,2,1,home,1.4,4.5,6.5,ok,martj42/international_results,fotmob:4667780:Paddy Power_UK:https://www.fotmob.com/match/4667780,outputs/predictions/2026-06-11/2026-06-20_Germany_Ivory Coast/predictions.json
2026-06-20,Netherlands,Sweden,0.18781116604804993,0.6309012770652771,0.18128758668899536,5,1,home,1.67,3.8,4.75,ok,martj42/international_results,fotmob:4667786:Paddy Power_UK:https://www.fotmob.com/match/4667786,outputs/predictions/2026-06-11/2026-06-20_Netherlands_Sweden/predictions.json
2026-06-20,Tunisia,Japan,0.21670912206172943,0.1368456333875656,0.6464454531669617,0,4,away,8.0,4.33,1.4,ok,martj42/international_results,fotmob:4667785:Paddy Power_UK:https://www.fotmob.com/match/4667785,outputs/predictions/2026-06-11/2026-06-20_Tunisia_Japan/predictions.json
2026-06-21,Belgium,Iran,0.24326111376285553,0.5047314763069153,0.2520076632499695,0,0,draw,1.36,4.5,8.5,ok,martj42/international_results,fotmob:4667793:Betfair UK Sportsbook_UK:https://www.fotmob.com/match/4667793,outputs/predictions/2026-06-11/2026-06-21_Belgium_Iran/predictions.json
2026-06-21,New Zealand,Egypt,0.2845540940761566,0.33400729298591614,0.3814387023448944,1,3,away,5.5,3.5,1.62,ok,martj42/international_results,fotmob:4667792:Betfair UK Sportsbook_UK:https://www.fotmob.com/match/4667792,outputs/predictions/2026-06-11/2026-06-21_New Zealand_Egypt/predictions.json
2026-06-21,Spain,Saudi Arabia,0.11938293278217316,0.8283864259719849,0.05223068594932556,4,0,home,1.08,11.0,21.0,ok,martj42/international_results,fotmob:4667801:Paddy Power_UK:https://www.fotmob.com/match/4667801,outputs/predictions/2026-06-11/2026-06-21_Spain_Saudi Arabia/predictions.json
2026-06-21,Uruguay,Cape Verde,0.20043112337589264,0.6907918453216553,0.10877709835767746,2,2,draw,1.33,4.5,9.5,ok,martj42/international_results,fotmob:4667800:Betfred_United Kingdom:https://www.fotmob.com/match/4667800,outputs/predictions/2026-06-11/2026-06-21_Uruguay_Cape Verde/predictions.json
2026-06-22,Argentina,Austria,0.2198740541934967,0.6282098293304443,0.15191619098186493,2,0,home,1.4,4.2,8.0,ok,martj42/international_results,fotmob:4667815:Betfred_United Kingdom:https://www.fotmob.com/match/4667815,outputs/predictions/2026-06-11/2026-06-22_Argentina_Austria/predictions.json
2026-06-22,France,Iraq,0.17587070167064667,0.7346120476722717,0.08951745182275772,3,0,home,1.05,14.0,26.0,ok,martj42/international_results,fotmob:4667807:Sky Bet_UK:https://www.fotmob.com/match/4667807,outputs/predictions/2026-06-11/2026-06-22_France_Iraq/predictions.json
2026-06-22,Jordan,Algeria,0.21797284483909607,0.19286760687828064,0.5891594290733337,1,2,away,6.0,4.33,1.5,ok,martj42/international_results,fotmob:4667814:Sky Bet_UK:https://www.fotmob.com/match/4667814,outputs/predictions/2026-06-11/2026-06-22_Jordan_Algeria/predictions.json
2026-06-22,Norway,Senegal,0.27167007327079773,0.3947536051273346,0.33357661962509155,3,2,home,2.4,3.3,2.9,ok,martj42/international_results,fotmob:4667806:Paddy Power_UK:https://www.fotmob.com/match/4667806,outputs/predictions/2026-06-11/2026-06-22_Norway_Senegal/predictions.json
2026-06-23,Colombia,DR Congo,0.1916530728340149,0.7121709585189819,0.09617603570222855,1,0,home,1.5,3.9,7.0,ok,martj42/international_results,fotmob:4667821:Bet365_UK CPM:https://www.fotmob.com/match/4667821,outputs/predictions/2026-06-11/2026-06-23_Colombia_DR Congo/predictions.json
2026-06-23,England,Ghana,0.14109723269939423,0.7979679703712463,0.06093491241335869,0,0,draw,1.14,7.5,16.0,ok,martj42/international_results,fotmob:4667828:Paddy Power_UK:https://www.fotmob.com/match/4667828,outputs/predictions/2026-06-11/2026-06-23_England_Ghana/predictions.json
2026-06-23,Panama,Croatia,0.20847280323505402,0.17819054424762726,0.6133365035057068,0,1,away,8.0,4.5,1.36,ok,martj42/international_results,fotmob:4667827:Paddy Power_UK:https://www.fotmob.com/match/4667827,outputs/predictions/2026-06-11/2026-06-23_Panama_Croatia/predictions.json
2026-06-23,Portugal,Uzbekistan,0.21703191101551056,0.627090573310852,0.15587764978408813,5,0,home,1.11,8.5,19.0,ok,martj42/international_results,fotmob:4667822:Betfred_United Kingdom:https://www.fotmob.com/match/4667822,outputs/predictions/2026-06-11/2026-06-23_Portugal_Uzbekistan/predictions.json
2026-06-24,Bosnia and Herzegovina,Qatar,0.2371646612882614,0.4834512770175934,0.2793842554092407,3,1,home,1.36,5.0,7.0,ok,martj42/international_results,fotmob:4667762:Betfair UK Sportsbook_UK:https://www.fotmob.com/match/4667762,outputs/predictions/2026-06-11/2026-06-24_Bosnia and Herzegovina_Qatar/predictions.json
2026-06-24,Canada,Switzerland,0.25195983052253723,0.29428380727767944,0.453756183385849,1,2,away,3.2,2.88,2.5,ok,martj42/international_results,fotmob:4667761:Paddy Power_UK:https://www.fotmob.com/match/4667761; reversed fixture orientation,outputs/predictions/2026-06-11/2026-06-24_Canada_Switzerland/predictions.json
2026-06-24,Mexico,Czech Republic,0.2447991669178009,0.5021397471427917,0.25306105613708496,3,0,home,1.7,4.0,4.5,ok,martj42/international_results,fotmob:4667755:Betfair UK Sportsbook_UK:https://www.fotmob.com/match/4667755; reversed fixture orientation,outputs/predictions/2026-06-11/2026-06-24_Mexico_Czech Republic/predictions.json
2026-06-24,Morocco,Haiti,0.18524248898029327,0.7134906649589539,0.10126674920320511,4,2,home,1.25,5.5,11.0,ok,martj42/international_results,fotmob:4667769:Betfair UK Sportsbook_UK:https://www.fotmob.com/match/4667769,outputs/predictions/2026-06-11/2026-06-24_Morocco_Haiti/predictions.json
2026-06-24,Scotland,Brazil,0.1950361281633377,0.1456504762172699,0.6593133807182312,0,3,away,10.0,5.0,1.29,ok,martj42/international_results,fotmob:4667768:Bet365_UK CPM:https://www.fotmob.com/match/4667768,outputs/predictions/2026-06-11/2026-06-24_Scotland_Brazil/predictions.json
2026-06-24,South Africa,South Korea,0.25546860694885254,0.20789794623851776,0.5366335511207581,1,0,home,5.5,3.6,1.65,ok,martj42/international_results,fotmob:4667756:Betfred_United Kingdom:https://www.fotmob.com/match/4667756,outputs/predictions/2026-06-11/2026-06-24_South Africa_South Korea/predictions.json
2026-06-25,Curaçao,Ivory Coast,0.20571760833263397,0.14312592148780823,0.6511566042900085,0,2,away,15.0,8.0,1.14,ok,martj42/international_results,fotmob:4667782:Sky Bet_UK:https://www.fotmob.com/match/4667782,outputs/predictions/2026-06-11/2026-06-25_Curaçao_Ivory Coast/predictions.json
2026-06-25,Ecuador,Germany,0.24525338411331177,0.30535614490509033,0.4493904709815979,2,1,home,4.33,4.0,1.7,ok,martj42/international_results,fotmob:4667781:Paddy Power_UK:https://www.fotmob.com/match/4667781,outputs/predictions/2026-06-11/2026-06-25_Ecuador_Germany/predictions.json
2026-06-25,Japan,Sweden,0.19974829256534576,0.6221250891685486,0.17812682688236237,1,1,draw,2.25,3.4,3.1,ok,martj42/international_results,fotmob:4667788:Sky Bet_UK:https://www.fotmob.com/match/4667788,outputs/predictions/2026-06-11/2026-06-25_Japan_Sweden/predictions.json
2026-06-25,Paraguay,Australia,0.2872396409511566,0.31666299700737,0.3960975110530853,0,0,draw,2.55,2.25,4.33,ok,martj42/international_results,fotmob:4667776:Betfair UK Sportsbook_UK:https://www.fotmob.com/match/4667776,outputs/predictions/2026-06-11/2026-06-25_Paraguay_Australia/predictions.json
2026-06-25,Tunisia,Netherlands,0.20195293426513672,0.13870781660079956,0.6593393087387085,1,3,away,16.0,11.0,1.1,ok,martj42/international_results,fotmob:4667787:Betfair UK Sportsbook_UK:https://www.fotmob.com/match/4667787,outputs/predictions/2026-06-11/2026-06-25_Tunisia_Netherlands/predictions.json
2026-06-25,United States,Turkey,0.23118539154529572,0.38209259510040283,0.3867221474647522,2,3,away,2.05,3.8,3.1,ok,martj42/international_results,fotmob:4667775:Paddy Power_UK:https://www.fotmob.com/match/4667775; reversed fixture orientation,outputs/predictions/2026-06-11/2026-06-25_United States_Turkey/predictions.json
2026-06-26,Cape Verde,Saudi Arabia,0.2931380271911621,0.2888759970664978,0.4179862141609192,0,0,draw,2.63,3.3,2.63,ok,martj42/international_results,fotmob:4667803:Bet365_UK CPM:https://www.fotmob.com/match/4667803,outputs/predictions/2026-06-11/2026-06-26_Cape Verde_Saudi Arabia/predictions.json
2026-06-26,Egypt,Iran,0.28926363587379456,0.2539973855018616,0.4567387104034424,1,1,draw,2.55,2.63,3.4,ok,martj42/international_results,fotmob:4667795:Bet365_UK CPM:https://www.fotmob.com/match/4667795,outputs/predictions/2026-06-11/2026-06-26_Egypt_Iran/predictions.json
2026-06-26,New Zealand,Belgium,0.18496254086494446,0.1451634168624878,0.6698739528656006,1,5,away,13.0,8.5,1.14,ok,martj42/international_results,fotmob:4667794:Paddy Power_UK:https://www.fotmob.com/match/4667794,outputs/predictions/2026-06-11/2026-06-26_New Zealand_Belgium/predictions.json
2026-06-26,Norway,France,0.2472856044769287,0.3020414710044861,0.4506726861000061,1,4,away,7.5,5.5,1.33,ok,martj42/international_results,fotmob:4667808:Paddy Power_UK:https://www.fotmob.com/match/4667808,outputs/predictions/2026-06-11/2026-06-26_Norway_France/predictions.json
2026-06-26,Senegal,Iraq,0.24517600238323212,0.6127926111221313,0.1420312374830246,5,0,home,1.2,7.0,12.0,ok,martj42/international_results,fotmob:4667809:Sky Bet_UK:https://www.fotmob.com/match/4667809,outputs/predictions/2026-06-11/2026-06-26_Senegal_Iraq/predictions.json
2026-06-26,Uruguay,Spain,0.22926002740859985,0.1889563649892807,0.5817835927009583,0,1,away,5.5,3.5,1.65,ok,martj42/international_results,fotmob:4667802:Betfair UK Sportsbook_UK:https://www.fotmob.com/match/4667802,outputs/predictions/2026-06-11/2026-06-26_Uruguay_Spain/predictions.json
2026-06-27,Algeria,Austria,0.25172877311706543,0.3787976801395416,0.36947372555732727,3,3,draw,3.3,2.05,3.5,ok,martj42/international_results,fotmob:4667817:Betfair UK Sportsbook_UK:https://www.fotmob.com/match/4667817,outputs/predictions/2026-06-11/2026-06-27_Algeria_Austria/predictions.json
2026-06-27,Colombia,Portugal,0.2656049430370331,0.4189486801624298,0.3154464066028595,0,0,draw,3.8,3.8,1.83,ok,martj42/international_results,fotmob:4667823:Paddy Power_UK:https://www.fotmob.com/match/4667823,outputs/predictions/2026-06-11/2026-06-27_Colombia_Portugal/predictions.json
2026-06-27,Croatia,Ghana,0.19602951407432556,0.6729090213775635,0.13106147944927216,2,1,home,1.75,3.2,5.5,ok,martj42/international_results,fotmob:4667830:Sky Bet_UK:https://www.fotmob.com/match/4667830,outputs/predictions/2026-06-11/2026-06-27_Croatia_Ghana/predictions.json
2026-06-27,DR Congo,Uzbekistan,0.29433107376098633,0.29240116477012634,0.4132675230503082,3,1,home,1.62,3.75,5.0,ok,martj42/international_results,fotmob:4667824:Bet365_UK CPM:https://www.fotmob.com/match/4667824,outputs/predictions/2026-06-11/2026-06-27_DR Congo_Uzbekistan/predictions.json
2026-06-27,Jordan,Argentina,0.1367945522069931,0.06211937591433525,0.8010862469673157,1,3,away,19.0,8.5,1.11,ok,martj42/international_results,fotmob:4667816:Betfair UK Sportsbook_UK:https://www.fotmob.com/match/4667816,outputs/predictions/2026-06-11/2026-06-27_Jordan_Argentina/predictions.json
2026-06-27,Panama,England,0.1569664627313614,0.0850115716457367,0.7580219507217407,0,2,away,18.0,9.0,1.11,ok,martj42/international_results,fotmob:4667829:Sky Bet_UK:https://www.fotmob.com/match/4667829,outputs/predictions/2026-06-11/2026-06-27_Panama_England/predictions.json
