scale,match_index,date,home_team,away_team,bankroll
0.75,17,2026-06-16,Argentina,Algeria,112.08598889383305
0.75,18,2026-06-16,Austria,Jordan,103.03772976797332
0.75,19,2026-06-16,France,Senegal,87.86634264488694
0.75,20,2026-06-16,Iraq,Norway,81.03934328459184
0.75,21,2026-06-17,England,Croatia,78.62102985899216
0.75,22,2026-06-17,Ghana,Panama,66.86162711257954
0.75,23,2026-06-17,Portugal,DR Congo,69.76541271497331
0.75,24,2026-06-17,Uzbekistan,Colombia,66.61936733315179
0.75,25,2026-06-18,Canada,Qatar,65.58289895361452
0.75,26,2026-06-18,Czech Republic,South Africa,64.9760252708184
0.75,27,2026-06-18,Mexico,South Korea,62.62740282780061
0.75,28,2026-06-18,Switzerland,Bosnia and Herzegovina,67.686970537257
0.75,29,2026-06-19,Brazil,Haiti,65.9276480115898
0.75,30,2026-06-19,Scotland,Morocco,64.76706910018915
0.75,31,2026-06-19,Turkey,Paraguay,76.57514675195817
0.75,32,2026-06-19,United States,Australia,60.45815179998425
0.75,33,2026-06-20,Ecuador,Curaçao,69.66309954729869
0.75,34,2026-06-20,Germany,Ivory Coast,68.28890929382943
0.75,35,2026-06-20,Netherlands,Sweden,71.03438632725437
0.75,36,2026-06-20,Tunisia,Japan,70.3131457858172
0.75,37,2026-06-21,Belgium,Iran,67.27559997117777
0.75,38,2026-06-21,New Zealand,Egypt,57.8902040218623
0.75,39,2026-06-21,Spain,Saudi Arabia,56.32007205821997
0.75,40,2026-06-21,Uruguay,Cape Verde,56.154180783740216
0.75,41,2026-06-22,Argentina,Austria,54.85864650853566
0.75,42,2026-06-22,France,Iraq,48.04626041759337
0.75,43,2026-06-22,Jordan,Algeria,46.913288940659676
0.75,44,2026-06-22,Norway,Senegal,46.913288940659676
0.75,45,2026-06-23,Colombia,DR Congo,49.31488943133092
0.75,46,2026-06-23,England,Ghana,51.46856602454308
0.75,47,2026-06-23,Panama,Croatia,49.122016562979894
0.75,48,2026-06-23,Portugal,Uzbekistan,40.957269492803036
0.75,49,2026-06-24,Bosnia and Herzegovina,Qatar,34.63743611117376
0.75,50,2026-06-24,Canada,Switzerland,38.128641800438544
0.75,51,2026-06-24,Mexico,Czech Republic,36.994793336122775
0.75,52,2026-06-24,Morocco,Haiti,36.562545566859065
0.75,53,2026-06-24,Scotland,Brazil,35.17163088615678
0.75,54,2026-06-24,South Africa,South Korea,38.955360758290446
0.75,55,2026-06-25,Curaçao,Ivory Coast,33.86673908021969
0.75,56,2026-06-25,Ecuador,Germany,42.05043610747778
0.75,57,2026-06-25,Japan,Sweden,31.96384549949414
0.75,58,2026-06-25,Paraguay,Australia,26.81577861484608
0.75,59,2026-06-25,Tunisia,Netherlands,22.724296189914483
0.75,60,2026-06-25,United States,Turkey,26.11314759406762
0.75,61,2026-06-26,Cape Verde,Saudi Arabia,24.91998809838348
0.75,62,2026-06-26,Egypt,Iran,20.614190950095715
0.75,63,2026-06-26,New Zealand,Belgium,18.29172536861767
0.75,64,2026-06-26,Norway,France,14.523461092960796
0.75,65,2026-06-26,Senegal,Iraq,12.525692792264069
0.75,66,2026-06-26,Uruguay,Spain,12.443732993559316
0.75,67,2026-06-27,Algeria,Austria,10.334772882918452
0.75,68,2026-06-27,Colombia,Portugal,8.768034996267977
0.75,69,2026-06-27,Croatia,Ghana,9.935876675542067
0.75,70,2026-06-27,DR Congo,Uzbekistan,7.6681971698475895
0.75,71,2026-06-27,Jordan,Argentina,7.485797275996022
0.75,72,2026-06-27,Panama,England,7.021064046046954
1.0,0,,,,100.0
1.0,1,2026-06-11,Mexico,South Africa,95.18631266670542
1.0,2,2026-06-11,South Korea,Czech Republic,101.57434218771273
1.0,3,2026-06-12,Canada,Bosnia and Herzegovina,89.0450497676493
1.0,4,2026-06-12,United States,Paraguay,80.19107115228319
1.0,5,2026-06-13,Australia,Turkey,167.30679615515245
1.0,6,2026-06-13,Brazil,Morocco,155.47155565377236
1.0,7,2026-06-13,Haiti,Scotland,150.7190346143773
1.0,8,2026-06-13,Qatar,Switzerland,150.7190346143773
1.0,9,2026-06-14,Germany,Curaçao,145.17219915419597
1.0,10,2026-06-14,Ivory Coast,Ecuador,125.85125062808291
1.0,11,2026-06-14,Netherlands,Japan,105.28494307154051
1.0,12,2026-06-14,Sweden,Tunisia,94.9112325549924
1.0,13,2026-06-15,Belgium,Egypt,93.75673957860164
1.0,14,2026-06-15,Iran,New Zealand,91.71331679553995
1.0,15,2026-06-15,Saudi Arabia,Uruguay,91.51172105180498
1.0,16,2026-06-15,Spain,Cape Verde,107.90361045307309
1.0,17,2026-06-16,Argentina,Algeria,107.90361045307309
1.0,18,2026-06-16,Austria,Jordan,96.28943413920734
1.0,19,2026-06-16,France,Senegal,77.38575313512644
1.0,20,2026-06-16,Iraq,Norway,69.36884212769408
1.0,21,2026-06-17,England,Croatia,66.60877365664561
1.0,22,2026-06-17,Ghana,Panama,53.32514547594202
1.0,23,2026-06-17,Portugal,DR Congo,56.41301109464478
1.0,24,2026-06-17,Uzbekistan,Colombia,53.021112709809685
1.0,25,2026-06-18,Canada,Qatar,51.92123822442608
1.0,26,2026-06-18,Czech Republic,South Africa,51.280631530519926
1.0,27,2026-06-18,Mexico,South Korea,48.80917960441398
1.0,28,2026-06-18,Switzerland,Bosnia and Herzegovina,54.066800345515006
1.0,29,2026-06-19,Brazil,Haiti,52.19305834399231
1.0,30,2026-06-19,Scotland,Morocco,50.967994916381635
1.0,31,2026-06-19,Turkey,Paraguay,63.357707776922275
1.0,32,2026-06-19,United States,Australia,45.57759852525339
1.0,33,2026-06-20,Ecuador,Curaçao,54.830046163437004
1.0,34,2026-06-20,Germany,Ivory Coast,53.38792610227212
1.0,35,2026-06-20,Netherlands,Sweden,56.249792965509506
1.0,36,2026-06-20,Tunisia,Japan,55.488290764828484
1.0,37,2026-06-21,Belgium,Iran,52.292146364602665
1.0,38,2026-06-21,New Zealand,Egypt,42.56534102692473
1.0,39,2026-06-21,Spain,Saudi Arabia,41.02603160215063
1.0,40,2026-06-21,Uruguay,Cape Verde,40.86490821290752
1.0,41,2026-06-22,Argentina,Austria,39.60784801414752
1.0,42,2026-06-22,France,Iraq,33.04980669458388
1.0,43,2026-06-22,Jordan,Algeria,32.01068348353165
1.0,44,2026-06-22,Norway,Senegal,32.01068348353165
1.0,45,2026-06-23,Colombia,DR Congo,34.19561870897172
1.0,46,2026-06-23,England,Ghana,36.186803777096564
1.0,47,2026-06-23,Panama,Croatia,33.98703716282701
1.0,48,2026-06-23,Portugal,Uzbekistan,26.45489356028296
1.0,49,2026-06-24,Bosnia and Herzegovina,Qatar,21.012131009616866
1.0,50,2026-06-24,Canada,Switzerland,23.835960929317988
1.0,51,2026-06-24,Mexico,Czech Republic,22.89086676321748
1.0,52,2026-06-24,Morocco,Haiti,22.534257081957197
1.0,53,2026-06-24,Scotland,Brazil,21.39125756307527
1.0,54,2026-06-24,South Africa,South Korea,24.459591831523802
1.0,55,2026-06-25,Curaçao,Ivory Coast,20.199481222599346
1.0,56,2026-06-25,Ecuador,Germany,26.70759464688397
1.0,57,2026-06-25,Japan,Sweden,18.165833902284895
1.0,58,2026-06-25,Paraguay,Australia,14.264804411706239
1.0,59,2026-06-25,Tunisia,Netherlands,11.362821596097795
1.0,60,2026-06-25,United States,Turkey,13.622189783595589
1.0,61,2026-06-26,Cape Verde,Saudi Arabia,12.792291356184206
1.0,62,2026-06-26,Egypt,Iran,9.845205323662
1.0,63,2026-06-26,New Zealand,Belgium,8.366279111316793
1.0,64,2026-06-26,Norway,France,6.068238143974053
1.0,65,2026-06-26,Senegal,Iraq,4.955286373271056
1.0,66,2026-06-26,Uruguay,Spain,4.91205424440725
1.0,67,2026-06-27,Algeria,Austria,3.8020629507313237
1.0,68,2026-06-27,Colombia,Portugal,3.0335460044535836
1.0,69,2026-06-27,Croatia,Ghana,3.572275828031188
1.0,70,2026-06-27,DR Congo,Uzbekistan,2.4852015887605137
1.0,71,2026-06-27,Jordan,Argentina,2.406382452884682
1.0,72,2026-06-27,Panama,England,2.207191754625925
