date,home_team,away_team,prob_draw,prob_home,prob_away,home_score,away_score,actual_result,odds_home,odds_draw,odds_away,status,result_source,odds_source,prediction_path
2026-06-11,Mexico,South Africa,0.2373199611902237,0.6098714470863342,0.1528087854385376,2,0,home,1.4372178337174897,4.691559298377308,9.115874155357286,ok,martj42/international_results,"polymarket:fifwc-mex-rsa-2026-06-11:as_of=2026-06-11T17:00:00+00:00:prices=2026-06-11T00:00:05+00:00,2026-06-11T00:00:11+00:00,2026-06-11T00:00:05+00:00",outputs/predictions/2026-06-11/2026-06-11_Mexico_South Africa/predictions.json
2026-06-11,South Korea,Czech Republic,0.2486681193113327,0.41847482323646545,0.33285704255104065,2,1,home,2.655416551875222,3.0694737003656507,2.889014882037911,ok,martj42/international_results,"polymarket:fifwc-kr-cze-2026-06-11:as_of=2026-06-11T23:59:59+00:00:prices=2026-06-11T00:00:13+00:00,2026-06-11T00:00:11+00:00,2026-06-11T00:00:12+00:00",outputs/predictions/2026-06-11/2026-06-11_South Korea_Czech Republic/predictions.json
2026-06-12,Canada,Bosnia and Herzegovina,0.21531787514686584,0.6242932677268982,0.16038878262043,1,1,draw,1.826688373813509,3.639821466757055,4.929781425816033,ok,martj42/international_results,"polymarket:fifwc-can-bih-2026-06-12:as_of=2026-06-11T23:59:59+00:00:prices=2026-06-11T00:00:11+00:00,2026-06-11T00:00:11+00:00,2026-06-11T00:00:12+00:00",outputs/predictions/2026-06-11/2026-06-12_Canada_Bosnia and Herzegovina/predictions.json
2026-06-12,United States,Paraguay,0.2658994197845459,0.40375322103500366,0.33034729957580566,4,1,home,1.9323718173232303,3.5091567057791426,4.278646877924856,ok,martj42/international_results,"polymarket:fifwc-usa-par-2026-06-12:as_of=2026-06-11T23:59:59+00:00:prices=2026-06-11T00:00:12+00:00,2026-06-11T00:00:05+00:00,2026-06-11T00:00:11+00:00",outputs/predictions/2026-06-11/2026-06-12_United States_Paraguay/predictions.json
2026-06-13,Australia,Turkey,0.24965955317020416,0.37933671474456787,0.3710038661956787,2,0,home,5.487909449494084,3.780736203857296,1.7322353848052645,ok,martj42/international_results,"polymarket:fifwc-aus-tur-2026-06-14:as_of=2026-06-11T23:59:59+00:00:prices=2026-06-11T00:00:05+00:00,2026-06-11T00:00:11+00:00,2026-06-11T00:00:09+00:00",outputs/predictions/2026-06-11/2026-06-13_Australia_Turkey/predictions.json
2026-06-13,Brazil,Morocco,0.29163044691085815,0.42787104845046997,0.28049856424331665,1,1,draw,1.6746526665703743,3.780736203857296,5.487909449494084,ok,martj42/international_results,"polymarket:fifwc-bra-mar-2026-06-13:as_of=2026-06-11T23:59:59+00:00:prices=2026-06-11T00:00:11+00:00,2026-06-11T00:00:12+00:00,2026-06-11T00:00:11+00:00",outputs/predictions/2026-06-11/2026-06-13_Brazil_Morocco/predictions.json
2026-06-13,Haiti,Scotland,0.2161135971546173,0.2152220606803894,0.5686643719673157,0,1,away,6.190081941209697,4.278646877924856,1.5705521472392638,ok,martj42/international_results,"polymarket:fifwc-hai-sco-2026-06-13:as_of=2026-06-11T23:59:59+00:00:prices=2026-06-11T00:00:11+00:00,2026-06-11T00:00:12+00:00,2026-06-11T00:00:13+00:00",outputs/predictions/2026-06-11/2026-06-13_Haiti_Scotland/predictions.json
2026-06-13,Qatar,Switzerland,0.11266235262155533,0.06391415745019913,0.8234232068061829,1,1,draw,15.283582089552239,7.100318626798377,1.2302411734040313,ok,martj42/international_results,"polymarket:fifwc-qat-che-2026-06-13:as_of=2026-06-11T23:59:59+00:00:prices=2026-06-11T00:00:13+00:00,2026-06-11T00:00:13+00:00,2026-06-11T00:00:05+00:00",outputs/predictions/2026-06-11/2026-06-13_Qatar_Switzerland/predictions.json
2026-06-14,Germany,Curaçao,0.07474882900714874,0.887021005153656,0.03823022544384003,7,1,home,1.0622636405307277,21.69046834059241,44.342186435614316,ok,martj42/international_results,"polymarket:fifwc-ger-kor-2026-06-14:as_of=2026-06-11T23:59:59+00:00:prices=2026-06-11T00:00:11+00:00,2026-06-11T00:00:11+00:00,2026-06-11T00:00:13+00:00",outputs/predictions/2026-06-11/2026-06-14_Germany_Curaçao/predictions.json
2026-06-14,Ivory Coast,Ecuador,0.27805590629577637,0.22764155268669128,0.4943024218082428,1,0,home,3.639821466757055,2.889014882037911,2.4573118850960958,ok,martj42/international_results,"polymarket:fifwc-civ-ecu-2026-06-14:as_of=2026-06-11T23:59:59+00:00:prices=2026-06-11T00:00:11+00:00,2026-06-11T00:00:05+00:00,2026-06-11T00:00:12+00:00",outputs/predictions/2026-06-11/2026-06-14_Ivory Coast_Ecuador/predictions.json
